iter	Logloss
387	0.3260983077
388	0.3259872621
389	0.3258083242
390	0.3256433963
391	0.3255345084
392	0.3254432364
393	0.3253389594
394	0.3252006328
395	0.3250313304
396	0.3249325805
397	0.32482053
398	0.3246754053
399	0.3245103591
400	0.3243924268
401	0.3242984356
402	0.324154168
403	0.3240101664
404	0.3237753954
405	0.323619571
406	0.3234986238
407	0.3232648873
408	0.3231170137
409	0.3230022735
410	0.3228847845
411	0.3226357375
412	0.3224539029
413	0.3223467885
414	0.3222473883
415	0.3221335349
416	0.3220262135
417	0.3219112073
418	0.32180628
419	0.3216740126
420	0.3215520605
421	0.3213994578
422	0.3212689638
423	0.3211582729
424	0.3210604097
425	0.3208488409
426	0.3207433225
427	0.3205993209
428	0.3205006597
429	0.3203985404
430	0.3202008337
431	0.3200184081
432	0.3199134217
433	0.3197134688
434	0.3196126499
435	0.3194533378
436	0.3192645278
437	0.3191337678
438	0.3189425933
439	0.3188336167
440	0.3186084516
441	0.3184362231
442	0.3182439255
443	0.3181484564
444	0.3179265722
445	0.3176625988
446	0.3175284102
447	0.317382044
448	0.31725288
449	0.3171277949
450	0.3169798918
451	0.3167894858
452	0.3166500064
453	0.3165282612
454	0.3163613825
455	0.3162460512
456	0.316114168
457	0.3159991618
458	0.3158881162
459	0.3156630694
460	0.3155036391
461	0.315385086
462	0.3152660305
463	0.3151382557
464	0.3149998699
465	0.3149075044
466	0.3147781631
467	0.3145738357
468	0.3143754197
469	0.3142179106
470	0.3140608153
471	0.3139750113
472	0.3138515223
473	0.3137353043
474	0.3136346332
475	0.3134268181
476	0.3133050138
477	0.3131774755
478	0.3130568534
479	0.3128700533
480	0.3127645941
481	0.3126495287
482	0.3124410634
483	0.312330609
484	0.3120953059
485	0.3119824573
486	0.3118704955
487	0.3117520312
488	0.3116470448
489	0.311455752
490	0.31134914
491	0.3112500355
492	0.3111594433
493	0.3110541318
494	0.3109179037
495	0.3108067399
496	0.3105916538
497	0.3104321939
498	0.3102364085
499	0.3100665446
500	0.3099755386
501	0.3098549462
502	0.3097596545
503	0.3096404216
504	0.3095430905
505	0.3094286164
506	0.309239629
507	0.3090583561
508	0.3089670842
509	0.308780491
510	0.3086693567
511	0.3085570107
512	0.308447443
513	0.3083549887
514	0.3082377658
515	0.3081140698
516	0.3079752407
517	0.3077621349
518	0.3076185176
519	0.3075073538
520	0.3074104069
521	0.3072925337
522	0.3071851236
523	0.307042127
524	0.306883406
525	0.3067555425
526	0.3066737288
527	0.3065727326
528	0.3065044265
529	0.3063290354
530	0.3061850042
531	0.3059887754
532	0.3058386851
533	0.3056956589
534	0.3056029682
535	0.3054831147
536	0.3052705409
537	0.3051732394
538	0.30508046
539	0.3049884787
540	0.3048025949
541	0.30472486
542	0.3045724347
543	0.3043686393
544	0.3042823034
545	0.3042077903
546	0.3040443402
547	0.3038349586
548	0.3037318934
549	0.3035709557
550	0.3033946483
551	0.3032615532
552	0.3030493933
553	0.3029672249
554	0.302881687
555	0.3026812611
556	0.3025367571
557	0.3024289332
558	0.3023524102
559	0.3022336207
560	0.3021478464
561	0.3020440718
562	0.3019293021
563	0.3017599406
564	0.3016633484
565	0.3015436131
566	0.3014579865
567	0.3013534731
568	0.3011753036
569	0.3010798937
570	0.3009983755
571	0.3008793792
572	0.3006675148
573	0.3004775225
574	0.3003802209
575	0.3002223867
576	0.3001363168
577	0.2999375461
578	0.2998416928
579	0.299678627
580	0.2995565567
581	0.2994418165
582	0.2992589475
583	0.2991753604
584	0.299095793
585	0.2989299192
586	0.2988388837
587	0.2987627154
588	0.2986150783
589	0.2985012248
590	0.2983516074
591	0.2982745228
592	0.2981792311
593	0.298084501
594	0.2979965099
595	0.2978669617
596	0.297801227
597	0.2976922504
598	0.2976041115
599	0.2975055685
600	0.2973752518
601	0.2972524721
602	0.2971003424
603	0.2969756711
604	0.2969017786
605	0.2968376104
606	0.2966397265
607	0.2965454693
608	0.2963644328
609	0.296265742
610	0.296160667
611	0.2960403405
612	0.2959531179
613	0.2957915595
614	0.2956667108
615	0.2955613993
616	0.2954595164
617	0.2953738603
618	0.2952886475
619	0.2951790798
620	0.2950903793
621	0.295010339
622	0.2948922589
623	0.2948092334
624	0.2947205624
625	0.2945751126
626	0.2944236035
627	0.2942790699
628	0.2941362506
629	0.294067501
630	0.2939884361
631	0.2938884449
632	0.2937981188
633	0.2937004625
634	0.2935970131
635	0.293483337
636	0.2933074138
637	0.2931439638
638	0.2930324157
639	0.2928911629
640	0.2928120389
641	0.2926818109
642	0.2925462035
643	0.2923688025
644	0.292171421
645	0.2920727598
646	0.2919683055
647	0.2918879696
648	0.2918099983
649	0.2917108346
650	0.2916383609
651	0.291553562
652	0.2914664576
653	0.2913578061
654	0.2912295584
655	0.291094217
656	0.291025497
657	0.2908939685
658	0.2908054453
659	0.2907033555
660	0.2906275123
661	0.2904641509
662	0.2903889875
663	0.2902894692
664	0.2901473888
665	0.2900473385
666	0.2899721751
667	0.2898871692
668	0.2898218778
669	0.2897252265
670	0.2895404954
671	0.2893905233
672	0.2893246704
673	0.2891545404
674	0.2889959968
675	0.2889073259
676	0.288799768
677	0.2887235997
678	0.2886233129
679	0.2885145137
680	0.2883858817
681	0.2883152405
682	0.2881866381
683	0.2880476317
684	0.2879339851
685	0.2878044369
686	0.2877300715
687	0.2875506607
688	0.2874787781
689	0.2874091419
690	0.2873181655
691	0.2872533766
692	0.2871829423
693	0.2870445566
694	0.2869185256
695	0.2868400518
696	0.2867793418
697	0.2866945133
698	0.2865304721
699	0.2864504613
700	0.2863573864
701	0.286207237
702	0.2861261917
703	0.2860722798
704	0.2860108013
705	0.2858810166
706	0.2857666607
707	0.285635073
708	0.2855455154
709	0.2855025395
710	0.2854241544
711	0.2853540453
712	0.2852380046
713	0.2851595899
714	0.2851052938
715	0.285029953
716	0.2849016758
717	0.2848254188
718	0.284704915
719	0.2845521941
720	0.2844388135
721	0.2843215019
722	0.2842585455
723	0.2841502488
724	0.2840134886
725	0.2838628367
726	0.2837725697
727	0.283632115
728	0.2835675625
729	0.2834762906
730	0.2833716589
731	0.2832758943
732	0.2831814006
733	0.2830671925
734	0.2830105909
735	0.2829348659
736	0.2828298795
737	0.2827076614
738	0.2825937784
739	0.2825166347
740	0.2824287913
741	0.2823255193
742	0.2822423164
743	0.2821053789
744	0.2819961363
745	0.2819048939
746	0.2818294941
747	0.2816810589
748	0.2815728509
749	0.2815176089
750	0.2814337262
751	0.2813307497
752	0.28124533
753	0.2811871028
754	0.2811232597
755	0.2810362439
756	0.2808691288
757	0.2807955319
758	0.2807306248
759	0.2806424859
760	0.2805423764
761	0.280458612
762	0.2803613991
763	0.2802666394
764	0.2801539091
765	0.2800290604
766	0.2799403304
767	0.2798709306
768	0.2797371853
769	0.2795947502
770	0.2794935767
771	0.2793907775
772	0.2793349739
773	0.2792585692
774	0.27916044
775	0.2790613059
776	0.2789803789
777	0.2788509785
778	0.2787198933
779	0.2786578827
780	0.2786048871
781	0.2785202063
782	0.278470728
783	0.2784083923
784	0.278347032
785	0.2782920856
786	0.2782173951
787	0.2781469313
788	0.2780562505
789	0.2779413329
790	0.2778446225
791	0.2777628088
792	0.2776559899
793	0.2775776639
794	0.2775274762
795	0.277470313
796	0.2773458485
797	0.2772137289
798	0.2770921315
799	0.2769914308
800	0.2769230951
801	0.2768596658
802	0.2767546203
803	0.2765836037
804	0.2764274246
805	0.2763711777
806	0.2762176292
807	0.2760864849
808	0.2760107895
809	0.2758900788
810	0.2758454182
811	0.275778117
812	0.2756397903
813	0.27555975
814	0.2754778772
815	0.2753535014
816	0.2752135787
817	0.2751187008
818	0.2750312417
819	0.2749778618
820	0.2748397125
821	0.2747905888
822	0.274688233
823	0.2746211978
824	0.2745743204
825	0.274507433
826	0.2744110772
827	0.2743372735
828	0.2742922286
829	0.2742029075
830	0.2741058128
831	0.2740281075
832	0.2739164412
833	0.2738048932
834	0.2736890299
835	0.2735971668
836	0.2735323188
837	0.2734314113
838	0.2733483266
839	0.2732090837
840	0.2730919789
841	0.2730244413
842	0.2729153169
843	0.2728182518
844	0.2727678276
845	0.2726862799
846	0.2726189491
847	0.2725582391
848	0.2724830461
849	0.272420208
850	0.2723282267
851	0.2722821473
852	0.272196107
853	0.27207315
854	0.2719561635
855	0.2718245462
856	0.2717513336
857	0.2716619829
858	0.2715557847
859	0.2715063654
860	0.2713955858
861	0.2712788358
862	0.271180618
863	0.2710920357
864	0.2710155422
865	0.2709444873
866	0.2708432842
867	0.2707444752
868	0.2706651147
869	0.2705383153
870	0.2704581568
871	0.2703988655
872	0.2702568738
873	0.2701785773
874	0.2700941035
875	0.2699542694
876	0.2698379923
877	0.2697236955
878	0.2696133297
879	0.2695787776
880	0.2695313091
881	0.2694151798
882	0.2693437405
883	0.2692273747
884	0.2691424575
885	0.2690685651
886	0.2689998156
887	0.2688623165
888	0.2687688574
889	0.2686673587
890	0.2685577614
891	0.2684285088
892	0.2683393354
893	0.268255098
894	0.2681989693
895	0.2680915297
896	0.2680217457
897	0.2679525232
898	0.267879547
899	0.2677530432
900	0.2676658205
901	0.267587465
902	0.2674666361
903	0.2673245261
904	0.2672083377
905	0.2670727598
906	0.2669830544
907	0.2668817922
908	0.2668272596
909	0.2667375246
910	0.2666449521
911	0.2665627246
912	0.2664714527
913	0.2663924173
914	0.2662896773
915	0.26623612
916	0.2660956653
917	0.2660021175
918	0.2659008848
919	0.2657978492
920	0.2657235134
921	0.2656005268
922	0.2654806733
923	0.2654340915
924	0.2653478738
925	0.2652590255
926	0.2651842168
927	0.2650969942
928	0.2650206189
929	0.2649415836
930	0.2648713267
931	0.2647523007
932	0.2646748614
933	0.2645479438
934	0.264481677
935	0.264412425
936	0.2643683556
937	0.2642939016
938	0.2641983143
939	0.2641254859
940	0.2640730814
941	0.2640188443
942	0.2639529914
943	0.263853946
944	0.2637971375
945	0.2636828998
946	0.2635775587
947	0.2635122082
948	0.2634130741
949	0.2633231027
950	0.2632221656
951	0.2630893661
952	0.2630089711
953	0.2629094528
954	0.2628673932
955	0.2627911362
956	0.2626953716
957	0.2626313512
958	0.2625214288
959	0.2624396447
960	0.2623926491
961	0.2622975347
962	0.2621839177
963	0.262118715
964	0.2620533941
965	0.2619604965
966	0.2618957667
967	0.2618265443
968	0.2617584155
969	0.2616583947
970	0.2615168759
971	0.2614275842
972	0.261359751
973	0.2612081237
974	0.261166271
975	0.2611020141
976	0.2609706038
977	0.2609086819
978	0.2608570164
979	0.2607628774
980	0.2607039408
981	0.2606145309
982	0.2605210422
983	0.2604485981
984	0.260398765
985	0.2603604296
986	0.2602963796
987	0.2601854523
988	0.2601248014
989	0.2600413029
990	0.2599547601
991	0.259902326
992	0.2598277242
993	0.2597555756
994	0.2596993583
995	0.2596072292
996	0.2594984299
997	0.2594665084
998	0.2593961037
999	0.2593097086
